first_name,last_name,email,Пароль,phone_number,address,position,department,start_date,salary
Олена,Тарасенко,vasylenkomyron@ukr.net,hjdsuhcp79,+380 96 336-14-92,місто Зимогір'я,Дизайнер,HR,19.01.2023,36972
Франц,Шевченко,lbairak@outlook.com,ohJgVSFNWe,+380 96 659-13-31,село Старий Самбір,Тестувальник,HR,11.12.2019,44597
Борис,Фесенко,atroshchenkoievhen@ukr.net,SH5yIUcbfV,+380 95 209-19-71,село Кам'янець-Подільський,Аналітик,Маркетинг,30.12.2020,49926
Любов,Забашта,vasylavramchuk@yahoo.com,JIesX5ZMei,+380 98 522-95-52,селище Довжанськ,Дизайнер,IT,03.01.2021,16160
Богуслав,Ващенко-Захарченко,nbezborodko@mail.ua,7vLPpekKfJ,+380 93 800-01-23,хутір Вугледар,HR,IT,21.08.2020,38422
Сніжана,Ющенко,wkalchenko@gmail.com,AQsCTJ4eSU,+380 96 428-06-22,місто Світловодськ,Аналітик,IT,04.10.2023,25921
Федір,Корж,fhodunok@gmail.com,Fk7i5vDHME,+380 67 616-56-23,селище Шепетівка,Дизайнер,IT,16.08.2021,45613
Віктор,Мазепа,bazylevychustym@yahoo.com,bnFnCjg8xC,+380 73 414-65-45,місто Новомиргород,Менеджер,IT,29.03.2024,19971
Віолетта,Демиденко,okhrimbazavluchenko@yahoo.com,3mDkjRMNyl,+380 96 538-82-69,хутір Пустомити,HR,Продажі,22.03.2020,48813
Григорій,Михайличенко,tvysochan@ukr.net,UZUkvTpgaT,+380 96 385-78-17,місто Соснівка,Аналітик,IT,25.03.2022,36556
Нестор,Пʼятаченко,zfastenko@meta.ua,PLXxXMdtcC,+380 99 411-83-73,хутір Зіньків,Дизайнер,Фінанси,20.10.2024,46521
Мирослав,Стельмах,mykhailokorzh@mail.ua,e7X7Pq6Zl$,+380 73 644-80-36,село Соледар,HR,Фінанси,10.03.2020,40497
Демʼян,Юхименко,barananita@mail.ua,nDewN6XnNa,+380 98 373-41-44,хутір Луганськ,Розробник,Продажі,17.07.2022,32915
Євген,Ребрик,suprunenkoklyment@ukr.net,k4jmuKq4zZ,+380 73 685-29-02,село Жашків,Тестувальник,Маркетинг,26.11.2023,25043
Олекса,Рябченко,kadeniukles@mail.ua,EZwxEvwV7t,+380 93 811-41-72,село Горішні Плавні,Дизайнер,Розробка,22.09.2024,26600
Євген,Іванченко,ievhen53@mail.ua,RvcqZ0U1c1,+380 98 352-66-65,хутір Золоте,Розробник,Фінанси,29.10.2023,37869
Зиновій,Товстоліс,iarynabazylevska@i.ua,KidwiNfeqQ,+380 97 988-00-63,місто Березне,Аналітик,HR,07.01.2020,19946
Едита,Стець,alla52@ukr.net,1GuHGR5l7U,+380 96 899-91-92,місто Іршава,Розробник,Продажі,22.08.2020,29806
Леонтій,Іванченко,nazar19@gmail.com,bjsJ0WVWEp,+380 97 202-35-81,село Здолбунів,Менеджер,Фінанси,13.10.2022,42860
Ліза,Гаврилець,parasiukprokhir@i.ua,ULXVFuMFGz,+380 67 809-25-02,місто Узин,Менеджер,IT,30.03.2022,16058
Віолетта,Фаренюк,artiukhdanna@ukr.net,3kskEDfvs6,+380 66 976-79-68,селище Зеленодольськ,Аналітик,IT,22.02.2021,19461
Дмитро,Вдовиченко,jpavlenko@meta.ua,85Dvu3SaOX,+380 93 592-87-32,місто Вільнянськ,Дизайнер,Маркетинг,22.02.2021,39412
Соломія,Чубай,bvlasiuk@yahoo.com,fZv5rD7iP0,+380 67 858-78-36,місто Калинівка,Аналітик,HR,08.05.2022,29231
Ліза,Дробаха,anitabhydenko@i.ua,uTzZcp2dVX,+380 95 846-31-88,селище Балаклія,Розробник,Продажі,19.05.2023,16036
Артем,Артим,spas58@mail.ua,KNUPDnD4rx,+380 95 931-12-63,селище Петрово-Красносілля,HR,IT,28.04.2020,38893
Дарина,Іщенко,iaremkomarko@outlook.com,PX1xQF4O9m,+380 96 588-46-60,хутір Чернігів,HR,Розробка,29.01.2022,18905
Тетяна,Деревʼянко,liliia37@meta.ua,3xsHAVn5ta,+380 50 244-76-20,місто Харків,Менеджер,Розробка,15.01.2024,36136
Роксолана,Гайдай,saienkosemen@ukr.net,t6o%pGFh8M,+380 73 746-86-58,село Гадяч,Аналітик,Продажі,30.04.2021,30773
Василь,Таран,voblaiukhym@ukr.net,UJ6pNZYW1z,+380 50 373-26-62,селище Ромни,Аналітик,HR,12.05.2022,21287
Гліб,Верменич,lsachenko@outlook.com,NYeSlRB&vS,+380 99 198-88-22,хутір Білопілля,Менеджер,HR,14.03.2021,48484
Наталія,Кибкало,snizhana33@outlook.com,Ne0oC0Rcfb,+380 67 985-31-43,місто Щолкіне,HR,IT,08.08.2022,24645
Зиновій,Москаль,azar63@yahoo.com,oOYlEmb1Ee,+380 99 992-88-11,місто Чернівці,Тестувальник,Продажі,29.05.2022,38049
Ірина,Дараган,edyta83@mail.ua,kSuouwvlsh,+380 67 216-77-98,хутір Шепетівка,Менеджер,Розробка,31.10.2021,41641
Соломія,Яремко,aronetsvalentyna@i.ua,uDkbQ7oWUV,+380 97 733-94-37,хутір Соснівка,Розробник,Маркетинг,26.01.2023,39334
Ада,Шморгун,ysirchenko@meta.ua,8gWxtd2v0G,+380 73 488-30-55,місто Ворожба,Дизайнер,Продажі,26.08.2023,39530
Вадим,Рева,klavdiia21@yahoo.com,k3(DwYraeN,+380 66 716-96-61,село Ніжин,Дизайнер,Продажі,23.03.2023,37215
Зорян,Гузь,tsushkoiukhym@meta.ua,lQAbOHbP6D,+380 73 839-58-91,село Вінниця,Тестувальник,IT,15.10.2020,20380
Марина,Яценюк,leontii79@meta.ua,*WNIfWcyf5,+380 97 629-74-18,місто Добропілля,Розробник,HR,07.06.2024,18243
Тарас,Засядько,andriiiakovenko@meta.ua,yOA0ifv86J,+380 95 897-74-92,село Ізмаїл,Розробник,HR,16.03.2022,30813
Захар,Терещук,iustyna78@gmail.com,k1AL@pZj5I,+380 50 439-86-19,місто Устилуг,Розробник,HR,28.08.2023,34462
Георгій,Мамчур,ihorpylypenko@yahoo.com,5QNFmSWIOa,+380 93 809-56-64,селище Костянтинівка,HR,HR,01.04.2023,42511
Віктор,Тимчук,tkylymnyk@mail.ua,RfdZDRxga3,+380 73 566-09-86,хутір Андрушівка,Розробник,Маркетинг,16.11.2022,37143
Дан,Чміль,onysym28@outlook.com,IxOVdCgEnJ,+380 97 994-18-79,селище Решетилівка,Аналітик,Маркетинг,25.01.2024,24342
Лукʼян,Мамчур,poltavetszorian@ukr.net,VPw3uED1C5,+380 66 991-19-81,хутір Жидачів,Дизайнер,HR,04.01.2021,23789
Євген,Шамрай,cprokopovych@gmail.com,nE1AoVrFys,+380 95 529-18-51,селище Баранівка,Дизайнер,Маркетинг,11.06.2024,39538
Тарас,Журавель,ykhorishko@gmail.com,vcMbOmLSno,+380 97 138-09-01,селище Баранівка,Розробник,Продажі,25.12.2023,43832
Арсен,Притула,hermantykhyi@ukr.net,Rs0wfkNiPU,+380 50 207-35-31,місто Родинське,HR,Продажі,25.12.2022,43312
Соломія,Демʼянюк,aaronriabets@mail.ua,ombv87Lvfx,+380 73 808-37-39,село Українськ,Аналітик,Фінанси,02.05.2024,27362
Лукʼян,Терещенко,qkanivets@yahoo.com,eBjnvO4EPp,+380 98 460-90-84,місто Білогірськ,Аналітик,IT,07.01.2020,35053
Григорій,Охримович,iaroslava07@ukr.net,SrBvHwX6mY,+380 67 725-06-88,хутір Берестин,Тестувальник,Маркетинг,25.04.2022,42100
Орися,Вакарчук,allasahal@gmail.com,iHflbb0TAb,+380 95 130-09-10,хутір Борислав,Розробник,Продажі,23.01.2021,39152
Демʼян,Петренко,teodorartiushenko@mail.ua,NjSbgEWaHS,+380 96 890-84-40,місто Черкаси,Аналітик,IT,13.07.2022,36134
Наталія,Пилипенко,adam19@gmail.com,RCUCJX1MW%,+380 73 213-58-84,селище Тиврів,Менеджер,Маркетинг,24.01.2023,45081
Герман,Михалюк,alinalavrenko@mail.ua,8xSzPgnDYs,+380 97 875-13-00,селище Отаманівка,Дизайнер,Фінанси,03.12.2022,47730
Стефан,Чарниш,bhydenkovalerii@meta.ua,5JWNg1o1cr,+380 67 626-76-81,хутір Новомиргород,Тестувальник,Маркетинг,01.06.2024,35170
Галина,Щорс,ivanchenkoadam@outlook.com,JIUwC8Qdml,+380 98 571-78-56,хутір Болехів,Дизайнер,Розробка,27.07.2022,37593
Микита,Свистун,avhustynlysenko@i.ua,4A2kui1Tqq,+380 96 132-22-14,хутір Угнів,Тестувальник,Продажі,30.01.2022,22999
Аркадій,Саєнко,leonid76@yahoo.com,IB0AJNIq1e,+380 50 554-96-49,село Чистякове,Аналітик,Фінанси,08.01.2022,44538
Олександр,Притула,frants22@mail.ua,SFGYVeHZlE,+380 50 869-46-57,селище Докучаєвськ,Менеджер,Фінанси,06.10.2024,39525
Володимира,Остапчук,nadiiaandriievych@yahoo.com,jmKNWG8nZG,+380 99 211-30-87,селище Старобільськ,HR,Продажі,23.09.2020,42069
Василина,Бевз,dtereshchuk@outlook.com,jZYA57sc5T,+380 97 960-71-25,селище Бобринець,Розробник,Фінанси,17.07.2020,25433
Мартин,Гаврюшенко,viacheslavisaievych@yahoo.com,We8n9a8Jf5,+380 93 219-80-37,село Боково-Хрустальне,Дизайнер,Продажі,09.08.2022,25100
Лукʼян,Вакуленко,vitrukstefan@outlook.com,p7183McPh3,+380 66 199-97-45,місто Білозерське,Менеджер,Розробка,01.02.2022,37858
Мартин,Абрамчук,hhaidai@mail.ua,3i@vehGwGq,+380 73 200-37-22,селище Зміїв,Тестувальник,HR,10.10.2022,37507
Тимофій,Ватаманюк,sofiia35@gmail.com,k0tY2NZHmJ,+380 98 564-32-16,місто Чуднів,Тестувальник,IT,20.02.2023,26869
Демʼян,Бандурка,xdeisun@gmail.com,RRa34Eioy1,+380 99 536-77-37,хутір Жданівка,Дизайнер,Фінанси,12.08.2023,21697
Ліза,Дробʼязко,kopytkopylyp@meta.ua,zKcZcZFgUV,+380 95 821-23-80,місто Черкаси,HR,HR,16.01.2023,41029
Роксолана,Фоменко,gsuprunenko@gmail.com,UDH9aRxLAU,+380 73 349-21-09,село Соледар,HR,Продажі,09.11.2022,31448
Едуард,Андрійчук,iryna42@yahoo.com,6AImaUMed7,+380 98 259-27-71,хутір Хоростків,Дизайнер,Розробка,25.08.2022,26526
Нестор,Непорожній,illiabandera@meta.ua,PA4glBCp24,+380 98 782-67-69,селище Підгородне,Аналітик,Продажі,19.12.2023,35850
Галина,Москаль,ielysavetahrechanyk@i.ua,QVa1F1S0ZZ,+380 96 563-30-80,село Городенка,Дизайнер,Маркетинг,26.09.2020,37796
Дан,Стус,rostyslav05@yahoo.com,HduUozWL5S,+380 97 377-76-28,селище Валки,Аналітик,HR,16.03.2021,47774
Владислав,Уманець,ymalyshko@gmail.com,U75YjqDqQ1,+380 67 245-82-68,село Зоринськ,Аналітик,Розробка,08.07.2024,25715
Адам,Оліфіренко,martanehoda@mail.ua,9tIVGoT8wf,+380 98 330-94-07,хутір Погребище,Аналітик,Розробка,21.01.2023,48957
Нестор,Ванченко,gbaidak@ukr.net,b3OoV9tMgE,+380 73 984-68-73,село Барвінкове,HR,Фінанси,26.09.2024,28331
Герман,Скопенко,wmazur@i.ua,hhHIkKs5FF,+380 73 822-31-60,селище Синельникове,Дизайнер,Маркетинг,08.08.2021,35034
Борис,Шеремета,tonishchuk@meta.ua,eR5BmnROrs,+380 95 973-48-19,село Городок,Аналітик,Фінанси,19.10.2024,34221
Данна,Гречко,rbandura@i.ua,SdcgfViCkc,+380 67 963-55-74,село Кремінна,Розробник,Розробка,13.08.2020,19550
Єфрем,Петрик,roksolanabaranets@outlook.com,0B0N72reKv,+380 97 834-77-33,селище Перемишляни,HR,Розробка,23.10.2020,38732
Едита,Луценко,yfilipenko@outlook.com,DT6whdFtRk,+380 95 229-50-16,хутір Новодружеськ,Дизайнер,Маркетинг,19.10.2021,16303
Олександр,Гаврилишин,teodoriukhymenko@yahoo.com,I$jghqoIac,+380 98 671-03-72,село Гайсин,Дизайнер,Продажі,15.12.2023,33565
Тарас,Чайка,les14@yahoo.com,96ZcQcjgsq,+380 96 975-96-05,село Старий Крим,Аналітик,Фінанси,03.06.2020,33654
Валентин,Воблий,tsiutsiurasolomon@ukr.net,XUa2jwrUWB,+380 67 803-74-58,селище Добропілля,Менеджер,Розробка,19.09.2023,16850
Владислав,Андрійович,khomatytarenko@mail.ua,L7GOBaMUlZ,+380 99 693-83-40,село Чуднів,Аналітик,Фінанси,27.05.2021,29252
Віктор,Артюшенко,orynashvachka@yahoo.com,yIqtgULuRH,+380 73 127-61-39,місто Буринь,Розробник,IT,14.10.2022,26526
Вʼячеслав,Зінчук,zinchenkoserhii@meta.ua,5cF8Y73dFg,+380 93 403-85-29,селище Сіверськ,Менеджер,Маркетинг,23.10.2021,37146
Святослава,Вишняк,lmoskal@ukr.net,q1m7606Rgt,+380 96 856-93-66,хутір Чигирин,Розробник,Продажі,11.10.2020,29454
Пармен,Баранник,miurchuk@outlook.com,wgljepkr4p,+380 98 642-98-32,місто Рубіжне,Дизайнер,HR,16.03.2023,23223
Єлисавета,Павленко,ihormazepa@yahoo.com,F5SAgq9)Qv,+380 66 185-18-32,селище Ходорів,Менеджер,Розробка,01.08.2024,17018
Пріска,Бездітко,babiiolena@outlook.com,Ju6PmHWbRX,+380 66 484-03-91,хутір Хоростків,Аналітик,Маркетинг,12.07.2024,34399
Віра,Фартушняк,anastasiialesyk@gmail.com,!ScYzp9Uqh,+380 73 444-23-18,селище Буча,Тестувальник,Продажі,18.11.2021,47087
Михайло,Зінчук,uabramenko@mail.ua,fju8o6arDj,+380 73 804-93-23,селище Одеса,Тестувальник,Маркетинг,17.03.2020,20781
Еріка,Редько,arsenychirena@gmail.com,Mxu0dPzO5n,+380 95 482-50-70,місто Алупка,Менеджер,IT,20.03.2022,45278
Маруся,Цушко,ctymchenko@gmail.com,WlGv2PGOzG,+380 93 506-10-38,селище Скалат,Менеджер,HR,05.05.2020,18203
Ада,Симоненко,masliakvolodymyr@yahoo.com,mxla@aCyyd,+380 98 175-65-20,селище Новий Буг,Аналітик,Маркетинг,22.11.2019,22523
Марія,Батіг,jbandera@outlook.com,zsWWp0BLfk,+380 50 874-34-96,хутір Новоазовськ,Розробник,IT,17.02.2022,28116
Хома,Асаула,bohuslav76@gmail.com,fZpGOPOdgU,+380 93 201-24-63,місто Кривий Ріг,Аналітик,Маркетинг,22.06.2023,34205
Миколай,Асаула,anitakorpaniuk@mail.ua,0VbWTWGPIB,+380 67 343-38-85,село Білогірськ,Менеджер,HR,08.06.2024,31784
Віталій,Яремків,etytarenko@i.ua,JjEg7P2NiK,+380 96 246-40-33,село Дніпрорудне,Дизайнер,Маркетинг,19.09.2024,45643
Охрім,Габелко,rderehus@mail.ua,5Bu17l1NKj,+380 93 534-76-17,селище Красилів,Розробник,Розробка,09.02.2022,45683
Теодор,Микитюк,larysacherednyk@meta.ua,jfNBrI1p3m,+380 50 225-96-90,хутір Кодима,Тестувальник,IT,03.11.2023,16001
Прохір,Безбородько,rudkofrants@outlook.com,0XVtycGraq,+380 98 822-91-98,місто Фастів,HR,Фінанси,10.08.2024,28777
Марʼяна,Матяш,hanna68@outlook.com,M59kESJUWU,+380 67 675-34-99,село Отаманівка,Розробник,IT,01.07.2023,36377
Валентина,Гайденко,matiashmakar@mail.ua,rnnAtxMrwq,+380 66 493-60-23,хутір Зіньків,Дизайнер,Продажі,27.10.2024,26121
Данна,Гузій,viktor86@ukr.net,R4ALXelqz0,+380 99 151-93-94,селище Гнівань,HR,Фінанси,16.01.2021,35329
Пилип,Вишивана,khmaravarvara@mail.ua,t1XxYijiAV,+380 98 577-96-93,хутір Бережани,Розробник,Маркетинг,30.01.2024,25038
Нестор,Бабич,zubkoiakiv@i.ua,12dg0x4WXl,+380 66 866-48-74,село Кодима,Розробник,HR,27.12.2020,44138
